WeekEnding,HB,HBQF,AgeGroup,AgeGroupQF,Sex,SexQF,Deaths,Average20152019,PercentVariation,PercentVariationQF
20200517,S92000003,d,All ages,d,Male,"",725,510.2,42.1,""
20200524,S08000015,"",Under 65,"",All,d,18,14.6,23.3,""
20200524,S08000015,"",65 and over,"",All,d,79,70,12.9,""
20200524,S08000015,"",All ages,d,All,d,97,84.6,14.7,""
20200524,S08000015,"",All ages,d,Female,"",52,36.6,42.1,""
20200524,S08000015,"",All ages,d,Male,"",45,48,-6.2,""
20200524,S08000016,"",Under 65,"",All,d,1,4.6,-78.3,""
20200524,S08000016,"",65 and over,"",All,d,31,21.4,44.9,""
20200524,S08000016,"",All ages,d,All,d,32,26,23.1,""
20200524,S08000016,"",All ages,d,Female,"",16,13.8,15.9,""
20200524,S08000016,"",All ages,d,Male,"",16,12.2,31.1,""
20200524,S08000017,"",Under 65,"",All,d,4,6,-33.3,""
20200524,S08000017,"",65 and over,"",All,d,27,32,-15.6,""
20200524,S08000017,"",All ages,d,All,d,31,38,-18.4,""
20200524,S08000017,"",All ages,d,Female,"",18,19.6,-8.2,""
20200524,S08000017,"",All ages,d,Male,"",13,18.4,-29.3,""
20200524,S08000019,"",Under 65,"",All,d,8,11.8,-32.2,""
20200524,S08000019,"",65 and over,"",All,d,50,46.6,7.3,""
20200524,S08000019,"",All ages,d,All,d,58,58.4,-0.7,""
20200524,S08000019,"",All ages,d,Female,"",32,31,3.2,""
20200524,S08000019,"",All ages,d,Male,"",26,27.4,-5.1,""
20200524,S08000020,"",Under 65,"",All,d,17,15.8,7.6,""
20200524,S08000020,"",65 and over,"",All,d,80,83.4,-4.1,""
20200524,S08000020,"",All ages,d,All,d,97,99.2,-2.2,""
20200524,S08000020,"",All ages,d,Female,"",55,50.2,9.6,""
20200524,S08000020,"",All ages,d,Male,"",42,49,-14.3,""
20200524,S08000022,"",Under 65,"",All,d,10,10.2,-2,""
20200524,S08000022,"",65 and over,"",All,d,63,54.8,15,""
20200524,S08000022,"",All ages,d,All,d,73,65,12.3,""
20200524,S08000022,"",All ages,d,Female,"",39,33.6,16.1,""
20200524,S08000022,"",All ages,d,Male,"",34,31.4,8.3,""
20200524,S08000024,"",Under 65,"",All,d,31,21.6,43.5,""
20200524,S08000024,"",65 and over,"",All,d,158,117,35,""
20200524,S08000024,"",All ages,d,All,d,189,138.6,36.4,""
20200524,S08000024,"",All ages,d,Female,"",107,70.6,51.6,""
20200524,S08000024,"",All ages,d,Male,"",82,68,20.6,""
20200524,S08000025,"",Under 65,"",All,d,0,0.8,-100,""
20200524,S08000025,"",65 and over,"",All,d,8,5.2,53.8,""
20200524,S08000025,"",All ages,d,All,d,8,6,33.3,""
20200524,S08000025,"",All ages,d,Female,"",4,3.2,25,""
20200524,S08000025,"",All ages,d,Male,"",4,2.8,42.9,""
20200524,S08000026,"",Under 65,"",All,d,0,0.4,-100,""
20200524,S08000026,"",65 and over,"",All,d,2,3.4,-41.2,""
20200524,S08000026,"",All ages,d,All,d,2,3.8,-47.4,""
20200524,S08000026,"",All ages,d,Female,"",1,1.8,-44.4,""
20200524,S08000026,"",All ages,d,Male,"",1,2,-50,""
20200524,S08000028,"",Under 65,"",All,d,1,0.2,400,""
20200524,S08000028,"",65 and over,"",All,d,4,5,-20,""
20200524,S08000028,"",All ages,d,All,d,5,5.2,-3.8,""
20200524,S08000028,"",All ages,d,Female,"",0,2.4,-100,""
20200524,S08000028,"",All ages,d,Male,"",5,2.8,78.6,""
20200524,S08000029,"",Under 65,"",All,d,15,12.6,19,""
20200524,S08000029,"",65 and over,"",All,d,52,65,-20,""
20200524,S08000029,"",All ages,d,All,d,67,77.6,-13.7,""
20200524,S08000029,"",All ages,d,Female,"",38,36,5.6,""
20200524,S08000029,"",All ages,d,Male,"",29,41.6,-30.3,""
20200524,S08000030,"",Under 65,"",All,d,19,16,18.8,""
20200524,S08000030,"",65 and over,"",All,d,85,70,21.4,""
20200524,S08000030,"",All ages,d,All,d,104,86,20.9,""
20200524,S08000030,"",All ages,d,Female,"",49,42,16.7,""
20200524,S08000030,"",All ages,d,Male,"",55,44,25,""
20200524,S08000031,"",Under 65,"",All,d,65,48.2,34.9,""
20200524,S08000031,"",65 and over,"",All,d,241,174.6,38,""
20200524,S08000031,"",All ages,d,All,d,306,222.8,37.3,""
20200524,S08000031,"",All ages,d,Female,"",157,114.8,36.8,""
20200524,S08000031,"",All ages,d,Male,"",149,108,38,""
20200524,S08000032,"",Under 65,"",All,d,28,24.6,13.8,""
20200524,S08000032,"",65 and over,"",All,d,122,104.4,16.9,""
20200524,S08000032,"",All ages,d,All,d,150,129,16.3,""
20200524,S08000032,"",All ages,d,Female,"",66,63,4.8,""
20200524,S08000032,"",All ages,d,Male,"",84,66,27.3,""
20200524,S92000003,d,Under 65,"",All,d,217,190,14.2,""
20200524,S92000003,d,65 and over,"",All,d,1009,855.4,18,""
20200524,S92000003,d,All ages,d,All,d,1226,1045.4,17.3,""
20200524,S92000003,d,All ages,d,Female,"",636,520,22.3,""
20200524,S92000003,d,All ages,d,Male,"",590,525.4,12.3,""
20200531,S08000015,"",Under 65,"",All,d,17,12.8,32.8,""
20200531,S08000015,"",65 and over,"",All,d,71,69,2.9,""
20200531,S08000015,"",All ages,d,All,d,88,81.8,7.6,""
20200531,S08000015,"",All ages,d,Female,"",47,45.4,3.5,""
20200531,S08000015,"",All ages,d,Male,"",41,36.4,12.6,""
20200531,S08000016,"",Under 65,"",All,d,2,5,-60,""
20200531,S08000016,"",65 and over,"",All,d,15,24,-37.5,""
20200531,S08000016,"",All ages,d,All,d,17,29,-41.4,""
20200531,S08000016,"",All ages,d,Female,"",9,13.6,-33.8,""
20200531,S08000016,"",All ages,d,Male,"",8,15.4,-48.1,""
20200531,S08000017,"",Under 65,"",All,d,3,6.2,-51.6,""
20200531,S08000017,"",65 and over,"",All,d,30,24.8,21,""
20200531,S08000017,"",All ages,d,All,d,33,31,6.5,""
20200531,S08000017,"",All ages,d,Female,"",17,13.6,25,""
20200531,S08000017,"",All ages,d,Male,"",16,17.4,-8,""
20200531,S08000019,"",Under 65,"",All,d,14,12.4,12.9,""
20200531,S08000019,"",65 and over,"",All,d,36,44.4,-18.9,""
20200531,S08000019,"",All ages,d,All,d,50,56.8,-12,""
20200531,S08000019,"",All ages,d,Female,"",20,28.2,-29.1,""
20200531,S08000019,"",All ages,d,Male,"",30,28.6,4.9,""
20200531,S08000020,"",Under 65,"",All,d,20,18,11.1,""
20200531,S08000020,"",65 and over,"",All,d,90,80.8,11.4,""
20200531,S08000020,"",All ages,d,All,d,110,98.8,11.3,""
20200531,S08000020,"",All ages,d,Female,"",49,51.6,-5,""
20200531,S08000020,"",All ages,d,Male,"",61,47.2,29.2,""
20200531,S08000022,"",Under 65,"",All,d,10,10.6,-5.7,""
20200531,S08000022,"",65 and over,"",All,d,64,55,16.4,""
20200531,S08000022,"",All ages,d,All,d,74,65.6,12.8,""
20200531,S08000022,"",All ages,d,Female,"",40,31.4,27.4,""
20200531,S08000022,"",All ages,d,Male,"",34,34.2,-0.6,""
20200531,S08000024,"",Under 65,"",All,d,29,28.2,2.8,""
20200531,S08000024,"",65 and over,"",All,d,126,109.6,15,""
20200531,S08000024,"",All ages,d,All,d,155,137.8,12.5,""
20200531,S08000024,"",All ages,d,Female,"",84,71.6,17.3,""
20200531,S08000024,"",All ages,d,Male,"",71,66.2,7.3,""
20200531,S08000025,"",Under 65,"",All,d,1,0.6,66.7,""
20200531,S08000025,"",65 and over,"",All,d,4,3.4,17.6,""
20200531,S08000025,"",All ages,d,All,d,5,4,25,""
20200531,S08000025,"",All ages,d,Female,"",2,2.2,-9.1,""
20200531,S08000025,"",All ages,d,Male,"",3,1.8,66.7,""
20200531,S08000026,"",Under 65,"",All,d,2,0.8,150,""
20200531,S08000026,"",65 and over,"",All,d,3,1.8,66.7,""
20200531,S08000026,"",All ages,d,All,d,5,2.6,92.3,""
20200531,S08000026,"",All ages,d,Female,"",3,1.4,114.3,""
20200531,S08000026,"",All ages,d,Male,"",2,1.2,66.7,""
20200531,S08000028,"",Under 65,"",All,d,2,0.8,150,""
20200531,S08000028,"",65 and over,"",All,d,5,5.6,-10.7,""
20200531,S08000028,"",All ages,d,All,d,7,6.4,9.4,""
20200531,S08000028,"",All ages,d,Female,"",5,3,66.7,""
20200531,S08000028,"",All ages,d,Male,"",2,3.4,-41.2,""
20200531,S08000029,"",Under 65,"",All,d,17,11.6,46.6,""
20200531,S08000029,"",65 and over,"",All,d,73,58.4,25,""
20200531,S08000029,"",All ages,d,All,d,90,70,28.6,""
20200531,S08000029,"",All ages,d,Female,"",50,35.8,39.7,""
20200531,S08000029,"",All ages,d,Male,"",40,34.2,17,""
20200531,S08000030,"",Under 65,"",All,d,13,14.6,-11,""
20200531,S08000030,"",65 and over,"",All,d,91,66.6,36.6,""
20200531,S08000030,"",All ages,d,All,d,104,81.2,28.1,""
20200531,S08000030,"",All ages,d,Female,"",49,41,19.5,""
20200531,S08000030,"",All ages,d,Male,"",55,40.2,36.8,""
20200531,S08000031,"",Under 65,"",All,d,56,45.6,22.8,""
20200531,S08000031,"",65 and over,"",All,d,188,176.2,6.7,""
20200531,S08000031,"",All ages,d,All,d,244,221.8,10,""
20200531,S08000031,"",All ages,d,Female,"",126,115.8,8.8,""
20200531,S08000031,"",All ages,d,Male,"",118,106,11.3,""
20200531,S08000032,"",Under 65,"",All,d,28,25,12,""
20200531,S08000032,"",65 and over,"",All,d,114,100.8,13.1,""
20200531,S08000032,"",All ages,d,All,d,142,125.8,12.9,""
20200531,S08000032,"",All ages,d,Female,"",75,63.8,17.6,""
20200531,S08000032,"",All ages,d,Male,"",67,62,8.1,""
20200531,S92000003,d,Under 65,"",All,d,215,193.6,11.1,""
20200531,S92000003,d,65 and over,"",All,d,913,823.2,10.9,""
20200531,S92000003,d,All ages,d,All,d,1128,1016.8,10.9,""
20200531,S92000003,d,All ages,d,Female,"",577,519.8,11,""
20200531,S92000003,d,All ages,d,Male,"",551,497,10.9,""
20200607,S08000015,"",Under 65,"",All,d,13,16.2,-19.8,""
20200607,S08000015,"",65 and over,"",All,d,62,71.6,-13.4,""
20200607,S08000015,"",All ages,d,All,d,75,87.8,-14.6,""
20200607,S08000015,"",All ages,d,Female,"",37,40.6,-8.9,""
20200607,S08000015,"",All ages,d,Male,"",38,47.2,-19.5,""
20200607,S08000016,"",Under 65,"",All,d,5,2.8,78.6,""
20200607,S08000016,"",65 and over,"",All,d,27,25.6,5.5,""
20200607,S08000016,"",All ages,d,All,d,32,28.4,12.7,""
20200607,S08000016,"",All ages,d,Female,"",19,16.2,17.3,""
20200607,S08000016,"",All ages,d,Male,"",13,12.2,6.6,""
20200607,S08000017,"",Under 65,"",All,d,2,4.8,-58.3,""
20200607,S08000017,"",65 and over,"",All,d,29,27,7.4,""
20200607,S08000017,"",All ages,d,All,d,31,31.8,-2.5,""
20200607,S08000017,"",All ages,d,Female,"",15,14.8,1.4,""
20200607,S08000017,"",All ages,d,Male,"",16,17,-5.9,""
20200607,S08000019,"",Under 65,"",All,d,18,10.6,69.8,""
20200607,S08000019,"",65 and over,"",All,d,51,48.8,4.5,""
20200607,S08000019,"",All ages,d,All,d,69,59.4,16.2,""
20200607,S08000019,"",All ages,d,Female,"",32,33.6,-4.8,""
20200607,S08000019,"",All ages,d,Male,"",37,25.8,43.4,""
20200607,S08000020,"",Under 65,"",All,d,22,19.2,14.6,""
20200607,S08000020,"",65 and over,"",All,d,89,74.4,19.6,""
20200607,S08000020,"",All ages,d,All,d,111,93.6,18.6,""
20200607,S08000020,"",All ages,d,Female,"",55,45.6,20.6,""
20200607,S08000020,"",All ages,d,Male,"",56,48,16.7,""
20200607,S08000022,"",Under 65,"",All,d,8,11,-27.3,""
20200607,S08000022,"",65 and over,"",All,d,65,55.2,17.8,""
20200607,S08000022,"",All ages,d,All,d,73,66.2,10.3,""
20200607,S08000022,"",All ages,d,Female,"",41,34,20.6,""
20200607,S08000022,"",All ages,d,Male,"",32,32.2,-0.6,""
20200607,S08000024,"",Under 65,"",All,d,32,26.8,19.4,""
20200607,S08000024,"",65 and over,"",All,d,122,108.6,12.3,""
20200607,S08000024,"",All ages,d,All,d,154,135.4,13.7,""
20200607,S08000024,"",All ages,d,Female,"",71,71.6,-0.8,""
20200607,S08000024,"",All ages,d,Male,"",83,63.8,30.1,""
20200607,S08000025,"",Under 65,"",All,d,1,1,0,""
20200607,S08000025,"",65 and over,"",All,d,7,3.2,118.8,""
20200607,S08000025,"",All ages,d,All,d,8,4.2,90.5,""
20200607,S08000025,"",All ages,d,Female,"",4,2.4,66.7,""
20200607,S08000025,"",All ages,d,Male,"",4,1.8,122.2,""
20200607,S08000026,"",Under 65,"",All,d,1,1.4,-28.6,""
20200607,S08000026,"",65 and over,"",All,d,1,4.8,-79.2,""
20200607,S08000026,"",All ages,d,All,d,2,6.2,-67.7,""
20200607,S08000026,"",All ages,d,Female,"",0,2.4,-100,""
20200607,S08000026,"",All ages,d,Male,"",2,3.8,-47.4,""
20200607,S08000028,"",Under 65,"",All,d,0,0.8,-100,""
20200607,S08000028,"",65 and over,"",All,d,4,5.6,-28.6,""
20200607,S08000028,"",All ages,d,All,d,4,6.4,-37.5,""
20200607,S08000028,"",All ages,d,Female,"",1,3.6,-72.2,""
20200607,S08000028,"",All ages,d,Male,"",3,2.8,7.1,""
20200607,S08000029,"",Under 65,"",All,d,15,11.2,33.9,""
20200607,S08000029,"",65 and over,"",All,d,56,58,-3.4,""
20200607,S08000029,"",All ages,d,All,d,71,69.2,2.6,""
20200607,S08000029,"",All ages,d,Female,"",29,36,-19.4,""
20200607,S08000029,"",All ages,d,Male,"",42,33.2,26.5,""
20200607,S08000030,"",Under 65,"",All,d,14,14.4,-2.8,""
20200607,S08000030,"",65 and over,"",All,d,76,73.4,3.5,""
20200607,S08000030,"",All ages,d,All,d,90,87.8,2.5,""
20200607,S08000030,"",All ages,d,Female,"",42,42,0,""
20200607,S08000030,"",All ages,d,Male,"",48,45.8,4.8,""
20200607,S08000031,"",Under 65,"",All,d,52,54.6,-4.8,""
20200607,S08000031,"",65 and over,"",All,d,183,188.6,-3,""
20200607,S08000031,"",All ages,d,All,d,235,243.2,-3.4,""
20200607,S08000031,"",All ages,d,Female,"",105,118.2,-11.2,""
20200607,S08000031,"",All ages,d,Male,"",130,125,4,""
20200607,S08000032,"",Under 65,"",All,d,35,27.4,27.7,""
20200607,S08000032,"",65 and over,"",All,d,98,101.6,-3.5,""
20200607,S08000032,"",All ages,d,All,d,133,129,3.1,""
20200607,S08000032,"",All ages,d,Female,"",64,69.4,-7.8,""
20200607,S08000032,"",All ages,d,Male,"",69,59.6,15.8,""
20200607,S92000003,d,Under 65,"",All,d,219,206.4,6.1,""
20200607,S92000003,d,65 and over,"",All,d,874,849.6,2.9,""
20200607,S92000003,d,All ages,d,All,d,1093,1056,3.5,""
20200607,S92000003,d,All ages,d,Female,"",516,532.8,-3.2,""
20200607,S92000003,d,All ages,d,Male,"",577,523.2,10.3,""
20200614,S08000015,"",Under 65,"",All,d,14,13.2,6.1,""
20200614,S08000015,"",65 and over,"",All,d,74,70.2,5.4,""
20200614,S08000015,"",All ages,d,All,d,88,83.4,5.5,""
20200614,S08000015,"",All ages,d,Female,"",36,44,-18.2,""
20200614,S08000015,"",All ages,d,Male,"",52,39.4,32,""
20200614,S08000016,"",Under 65,"",All,d,1,4.6,-78.3,""
20200614,S08000016,"",65 and over,"",All,d,25,20.2,23.8,""
20200614,S08000016,"",All ages,d,All,d,26,24.8,4.8,""
20200614,S08000016,"",All ages,d,Female,"",15,13.6,10.3,""
20200614,S08000016,"",All ages,d,Male,"",11,11.2,-1.8,""
20200614,S08000017,"",Under 65,"",All,d,6,4.8,25,""
20200614,S08000017,"",65 and over,"",All,d,31,24.6,26,""
20200614,S08000017,"",All ages,d,All,d,37,29.4,25.9,""
20200614,S08000017,"",All ages,d,Female,"",10,14.2,-29.6,""
20200614,S08000017,"",All ages,d,Male,"",27,15.2,77.6,""
20200614,S08000019,"",Under 65,"",All,d,14,10.8,29.6,""
20200614,S08000019,"",65 and over,"",All,d,49,40.8,20.1,""
20200614,S08000019,"",All ages,d,All,d,63,51.6,22.1,""
20200614,S08000019,"",All ages,d,Female,"",33,27,22.2,""
20200614,S08000019,"",All ages,d,Male,"",30,24.6,22,""
20200614,S08000020,"",Under 65,"",All,d,15,19.6,-23.5,""
20200614,S08000020,"",65 and over,"",All,d,80,81.6,-2,""
20200614,S08000020,"",All ages,d,All,d,95,101.2,-6.1,""
20200614,S08000020,"",All ages,d,Female,"",51,49.6,2.8,""
20200614,S08000020,"",All ages,d,Male,"",44,51.6,-14.7,""
20200614,S08000022,"",Under 65,"",All,d,14,11.2,25,""
20200614,S08000022,"",65 and over,"",All,d,53,53.8,-1.5,""
20200614,S08000022,"",All ages,d,All,d,67,65,3.1,""
20200614,S08000022,"",All ages,d,Female,"",38,31,22.6,""
20200614,S08000022,"",All ages,d,Male,"",29,34,-14.7,""
20200614,S08000024,"",Under 65,"",All,d,22,27,-18.5,""
20200614,S08000024,"",65 and over,"",All,d,113,105.6,7,""
20200614,S08000024,"",All ages,d,All,d,135,132.6,1.8,""
20200614,S08000024,"",All ages,d,Female,"",76,63.6,19.5,""
20200614,S08000024,"",All ages,d,Male,"",59,69,-14.5,""
20200614,S08000025,"",Under 65,"",All,d,0,0.4,-100,""
20200614,S08000025,"",65 and over,"",All,d,2,3.2,-37.5,""
20200614,S08000025,"",All ages,d,All,d,2,3.6,-44.4,""
20200614,S08000025,"",All ages,d,Female,"",1,2,-50,""
20200614,S08000025,"",All ages,d,Male,"",1,1.6,-37.5,""
20200614,S08000026,"",Under 65,"",All,d,0,0.6,-100,""
20200614,S08000026,"",65 and over,"",All,d,4,2.4,66.7,""
20200614,S08000026,"",All ages,d,All,d,4,3,33.3,""
20200614,S08000026,"",All ages,d,Female,"",4,1.4,185.7,""
20200614,S08000026,"",All ages,d,Male,"",0,1.6,-100,""
20200614,S08000028,"",Under 65,"",All,d,1,0.6,66.7,""
20200614,S08000028,"",65 and over,"",All,d,9,6.6,36.4,""
20200614,S08000028,"",All ages,d,All,d,10,7.2,38.9,""
20200614,S08000028,"",All ages,d,Female,"",6,3.2,87.5,""
20200614,S08000028,"",All ages,d,Male,"",4,4,0,""
20200614,S08000029,"",Under 65,"",All,d,8,13.2,-39.4,""
20200614,S08000029,"",65 and over,"",All,d,43,57.6,-25.3,""
20200614,S08000029,"",All ages,d,All,d,51,70.8,-28,""
20200614,S08000029,"",All ages,d,Female,"",20,35,-42.9,""
20200614,S08000029,"",All ages,d,Male,"",31,35.8,-13.4,""
20200614,S08000030,"",Under 65,"",All,d,20,17.8,12.4,""
20200614,S08000030,"",65 and over,"",All,d,70,67.2,4.2,""
20200614,S08000030,"",All ages,d,All,d,90,85,5.9,""
20200614,S08000030,"",All ages,d,Female,"",48,41.4,15.9,""
20200614,S08000030,"",All ages,d,Male,"",42,43.6,-3.7,""
20200614,S08000031,"",Under 65,"",All,d,45,50.8,-11.4,""
20200614,S08000031,"",65 and over,"",All,d,190,163.6,16.1,""
20200614,S08000031,"",All ages,d,All,d,235,214.4,9.6,""
20200614,S08000031,"",All ages,d,Female,"",120,108,11.1,""
20200614,S08000031,"",All ages,d,Male,"",115,106.4,8.1,""
20200614,S08000032,"",Under 65,"",All,d,34,27.4,24.1,""
20200614,S08000032,"",65 and over,"",All,d,95,96.2,-1.2,""
20200614,S08000032,"",All ages,d,All,d,129,123.6,4.4,""
20200614,S08000032,"",All ages,d,Female,"",67,62.4,7.4,""
20200614,S08000032,"",All ages,d,Male,"",62,61.2,1.3,""
20200614,S92000003,d,Under 65,"",All,d,194,203.2,-4.5,""
20200614,S92000003,d,65 and over,"",All,d,840,796.8,5.4,""
20200614,S92000003,d,All ages,d,All,d,1034,1000,3.4,""
20200614,S92000003,d,All ages,d,Female,"",526,497.6,5.7,""
20200614,S92000003,d,All ages,d,Male,"",508,502.4,1.1,""
20200621,S08000015,"",Under 65,"",All,d,16,14.8,8.1,""
20200621,S08000015,"",65 and over,"",All,d,72,66.8,7.8,""
20200621,S08000015,"",All ages,d,All,d,88,81.6,7.8,""
20200621,S08000015,"",All ages,d,Female,"",38,41.4,-8.2,""
20200621,S08000015,"",All ages,d,Male,"",50,40.2,24.4,""
20200621,S08000016,"",Under 65,"",All,d,1,3,-66.7,""
20200621,S08000016,"",65 and over,"",All,d,28,18,55.6,""
20200621,S08000016,"",All ages,d,All,d,29,21,38.1,""
20200621,S08000016,"",All ages,d,Female,"",15,9.8,53.1,""
20200621,S08000016,"",All ages,d,Male,"",14,11.2,25,""
20200621,S08000017,"",Under 65,"",All,d,6,3.6,66.7,""
20200621,S08000017,"",65 and over,"",All,d,36,28.4,26.8,""
20200621,S08000017,"",All ages,d,All,d,42,32,31.2,""
20200621,S08000017,"",All ages,d,Female,"",28,16,75,""
20200621,S08000017,"",All ages,d,Male,"",14,16,-12.5,""
20200621,S08000019,"",Under 65,"",All,d,16,9.8,63.3,""
20200621,S08000019,"",65 and over,"",All,d,36,46.8,-23.1,""
20200621,S08000019,"",All ages,d,All,d,52,56.6,-8.1,""
20200621,S08000019,"",All ages,d,Female,"",22,28.6,-23.1,""
20200621,S08000019,"",All ages,d,Male,"",30,28,7.1,""
20200621,S08000020,"",Under 65,"",All,d,15,17.6,-14.8,""
20200621,S08000020,"",65 and over,"",All,d,80,88.8,-9.9,""
20200621,S08000020,"",All ages,d,All,d,95,106.4,-10.7,""
20200621,S08000020,"",All ages,d,Female,"",51,52.8,-3.4,""
20200621,S08000020,"",All ages,d,Male,"",44,53.6,-17.9,""
20200621,S08000022,"",Under 65,"",All,d,9,9.4,-4.3,""
20200621,S08000022,"",65 and over,"",All,d,57,53.4,6.7,""
20200621,S08000022,"",All ages,d,All,d,66,62.8,5.1,""
20200621,S08000022,"",All ages,d,Female,"",36,30.2,19.2,""
20200621,S08000022,"",All ages,d,Male,"",30,32.6,-8,""
20200621,S08000024,"",Under 65,"",All,d,31,27.4,13.1,""
20200621,S08000024,"",65 and over,"",All,d,137,113.4,20.8,""
20200621,S08000024,"",All ages,d,All,d,168,140.8,19.3,""
20200621,S08000024,"",All ages,d,Female,"",78,75.6,3.2,""
20200621,S08000024,"",All ages,d,Male,"",90,65.2,38,""
20200621,S08000025,"",Under 65,"",All,d,0,0.4,-100,""
20200621,S08000025,"",65 and over,"",All,d,5,3.8,31.6,""
20200621,S08000025,"",All ages,d,All,d,5,4.2,19,""
20200621,S08000025,"",All ages,d,Female,"",1,2.6,-61.5,""
20200621,S08000025,"",All ages,d,Male,"",4,1.6,150,""
20200621,S08000026,"",Under 65,"",All,d,0,0.6,-100,""
20200621,S08000026,"",65 and over,"",All,d,3,2.4,25,""
20200621,S08000026,"",All ages,d,All,d,3,3,0,""
20200621,S08000026,"",All ages,d,Female,"",0,2,-100,""
20200621,S08000026,"",All ages,d,Male,"",3,1,200,""
20200621,S08000028,"",Under 65,"",All,d,0,1.2,-100,""
20200621,S08000028,"",65 and over,"",All,d,8,5.4,48.1,""
20200621,S08000028,"",All ages,d,All,d,8,6.6,21.2,""
20200621,S08000028,"",All ages,d,Female,"",4,3.2,25,""
20200621,S08000028,"",All ages,d,Male,"",4,3.4,17.6,""
20200621,S08000029,"",Under 65,"",All,d,12,11.2,7.1,""
20200621,S08000029,"",65 and over,"",All,d,51,57,-10.5,""
20200621,S08000029,"",All ages,d,All,d,63,68.2,-7.6,""
20200621,S08000029,"",All ages,d,Female,"",32,34.4,-7,""
20200621,S08000029,"",All ages,d,Male,"",31,33.8,-8.3,""
20200621,S08000030,"",Under 65,"",All,d,19,16.8,13.1,""
20200621,S08000030,"",65 and over,"",All,d,73,65.8,10.9,""
20200621,S08000030,"",All ages,d,All,d,92,82.6,11.4,""
20200621,S08000030,"",All ages,d,Female,"",45,39.4,14.2,""
20200621,S08000030,"",All ages,d,Male,"",47,43.2,8.8,""
20200621,S08000031,"",Under 65,"",All,d,49,48.2,1.7,""
20200621,S08000031,"",65 and over,"",All,d,168,177,-5.1,""
20200621,S08000031,"",All ages,d,All,d,217,225.2,-3.6,""
20200621,S08000031,"",All ages,d,Female,"",113,115.8,-2.4,""
20200621,S08000031,"",All ages,d,Male,"",104,109.4,-4.9,""
20200621,S08000032,"",Under 65,"",All,d,29,25.4,14.2,""
20200621,S08000032,"",65 and over,"",All,d,108,99.8,8.2,""
20200621,S08000032,"",All ages,d,All,d,137,125.2,9.4,""
20200621,S08000032,"",All ages,d,Female,"",69,69,0,""
20200621,S08000032,"",All ages,d,Male,"",68,56.2,21,""
20200621,S92000003,d,Under 65,"",All,d,203,190.4,6.6,""
20200621,S92000003,d,65 and over,"",All,d,862,829,4,""
20200621,S92000003,d,All ages,d,All,d,1065,1019.4,4.5,""
20200621,S92000003,d,All ages,d,Female,"",532,521.2,2.1,""
20200621,S92000003,d,All ages,d,Male,"",533,498.2,7,""
20200628,S08000015,"",Under 65,"",All,d,17,12.6,34.9,""
20200628,S08000015,"",65 and over,"",All,d,67,68,-1.5,""
20200628,S08000015,"",All ages,d,All,d,84,80.6,4.2,""
20200628,S08000015,"",All ages,d,Female,"",39,43,-9.3,""
20200628,S08000015,"",All ages,d,Male,"",45,37.6,19.7,""
20200628,S08000016,"",Under 65,"",All,d,1,3.2,-68.8,""
20200628,S08000016,"",65 and over,"",All,d,20,20.4,-2,""
20200628,S08000016,"",All ages,d,All,d,21,23.6,-11,""
20200628,S08000016,"",All ages,d,Female,"",11,12.2,-9.8,""
20200628,S08000016,"",All ages,d,Male,"",10,11.4,-12.3,""
20200628,S08000017,"",Under 65,"",All,d,1,3.8,-73.7,""
20200628,S08000017,"",65 and over,"",All,d,31,27.4,13.1,""
20200628,S08000017,"",All ages,d,All,d,32,31.2,2.6,""
20200628,S08000017,"",All ages,d,Female,"",27,14.2,90.1,""
20200628,S08000017,"",All ages,d,Male,"",5,17,-70.6,""
20200628,S08000019,"",Under 65,"",All,d,12,11.6,3.4,""
20200628,S08000019,"",65 and over,"",All,d,54,44,22.7,""
20200628,S08000019,"",All ages,d,All,d,66,55.6,18.7,""
20200628,S08000019,"",All ages,d,Female,"",36,26,38.5,""
20200628,S08000019,"",All ages,d,Male,"",30,29.6,1.4,""
20200628,S08000020,"",Under 65,"",All,d,19,16.8,13.1,""
20200628,S08000020,"",65 and over,"",All,d,76,84.6,-10.2,""
20200628,S08000020,"",All ages,d,All,d,95,101.4,-6.3,""
20200628,S08000020,"",All ages,d,Female,"",47,51.4,-8.6,""
20200628,S08000020,"",All ages,d,Male,"",48,50,-4,""
20200628,S08000022,"",Under 65,"",All,d,13,12.4,4.8,""
20200628,S08000022,"",65 and over,"",All,d,41,53.6,-23.5,""
20200628,S08000022,"",All ages,d,All,d,54,66,-18.2,""
20200628,S08000022,"",All ages,d,Female,"",25,31.4,-20.4,""
20200628,S08000022,"",All ages,d,Male,"",29,34.6,-16.2,""
20200628,S08000024,"",Under 65,"",All,d,25,24.8,0.8,""
20200628,S08000024,"",65 and over,"",All,d,100,113.8,-12.1,""
20200628,S08000024,"",All ages,d,All,d,125,138.6,-9.8,""
20200628,S08000024,"",All ages,d,Female,"",64,72.8,-12.1,""
20200628,S08000024,"",All ages,d,Male,"",61,65.8,-7.3,""
20200628,S08000025,"",Under 65,"",All,d,0,0.6,-100,""
20200628,S08000025,"",65 and over,"",All,d,4,3.2,25,""
20200628,S08000025,"",All ages,d,All,d,4,3.8,5.3,""
20200628,S08000025,"",All ages,d,Female,"",3,1.8,66.7,""
20200628,S08000025,"",All ages,d,Male,"",1,2,-50,""
20200628,S08000026,"",Under 65,"",All,d,0,0,0,""
